content_partner,primary_collection,items_total,digitalnz_usage_buckets,archive_tier,recommendation,rights_evidence,existing_archive_coverage,duplication_decision
The Dowse Art Museum,Shared Repository,50,All rights reserved | Modify | Share,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
UCOL Universal College of Learning,Shared Repository,9,All rights reserved,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Waitangi Tribunal Unit,Shared Repository,58,Share,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Aggregate usage is insufficient authority to copy payloads.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Wellington City Council,Shared Repository,34,All rights reserved,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Whitireia Community Polytechnic,Shared Repository,35,All rights reserved,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Silky Oak Museum,Silky Oak Museum NZMuseums,20,All rights reserved,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
SOUNZ,SOUNZ,22944,All rights reserved,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
South Canterbury Museum,South Canterbury Museum,18126,Share,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Aggregate usage is insufficient authority to copy payloads.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
University of Otago,Special Collection's Incunabula,38,Modify | Share | Use commercially,metadata_plus_open_item_candidates,"Archive metadata now. The aggregate facet has open-use signals, but copy payloads only after recording the item-level rights statement and provenance; collection-level totals are not a blanket licence.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Stardome Observatory & Planetarium,Stardome Education Resources,67,Modify | Share | Use commercially,metadata_plus_open_item_candidates,"Archive metadata now. The aggregate facet has open-use signals, but copy payloads only after recording the item-level rights statement and provenance; collection-level totals are not a blanket licence.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
State Library of New South Wales,State Library of New South Wales Flickr,159,Modify | Share | Use commercially,metadata_plus_open_item_candidates,"Archive metadata now. The aggregate facet has open-use signals, but copy payloads only after recording the item-level rights statement and provenance; collection-level totals are not a blanket licence.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
State Library of Victoria,State Library of Victoria,1229,All rights reserved | Modify | Share | Unknown | Use commercially,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Alexander Turnbull Library,TAPUHI,333206,All rights reserved | Modify | Share | Unknown | Use commercially,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Alexander Turnbull Library,Te Ao Hou,7066,All rights reserved,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Te Aroha & Districts Museum,Te Aroha & Districts Museum NZMuseums,46,All rights reserved,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Te Awamutu Online,Te Awamutu TV YouTube,163,All rights reserved,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Te Ipukarea Research Institute,Te Ipukarea Research Institute - YouTube,94,All rights reserved,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Te Manawa,Te Manawa NZMuseums,76,All rights reserved,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Museum of New Zealand Te Papa Tongarewa,Te Papa Collections Online,205169,All rights reserved | Modify | Share | Use commercially,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Te Puni Kōkiri,Te Puni Kōkiri,316,All rights reserved,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
The University of Auckland Library,The Bookshelf,4195,All rights reserved,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
The British Library,The British Library Flickr,2819,Modify | Share | Use commercially,metadata_plus_open_item_candidates,"Archive metadata now. The aggregate facet has open-use signals, but copy payloads only after recording the item-level rights statement and provenance; collection-level totals are not a blanket licence.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Social Wellbeing Agency,The Hub,3817,Share,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Aggregate usage is insufficient authority to copy payloads.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Hutt City Libraries,The Hutt City Libraries Online Heritage Collection,794,Modify | Share | Use commercially,metadata_plus_open_item_candidates,"Archive metadata now. The aggregate facet has open-use signals, but copy payloads only after recording the item-level rights statement and provenance; collection-level totals are not a blanket licence.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Wallace Arts Trust,The James Wallace Arts Trust,9113,All rights reserved,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
The National Archives UK,The National Archives UK Flickr,100,Modify | Share | Use commercially,metadata_plus_open_item_candidates,"Archive metadata now. The aggregate facet has open-use signals, but copy payloads only after recording the item-level rights statement and provenance; collection-level totals are not a blanket licence.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
New Zealand Medical Association,The New Zealand Medical Journal,3491,All rights reserved,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
The Phoenix Project,The Phoenix Project,62,All rights reserved,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
University of Canterbury,The Rutherford Journal,32,All rights reserved,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
The Spinoff,The Spinoff,18433,All rights reserved,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
The Treasury,The Treasury,535,All rights reserved,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Radio New Zealand,The Wireless,3646,All rights reserved,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Radio New Zealand,The Wireless YouTube,479,All rights reserved,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
The Prow: ngā kōrero o te tau ihu,TheProw.org.nz,735,Share,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Aggregate usage is insufficient authority to copy payloads.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Toitū Otago Settlers Museum,Toitū Otago Settlers Museum,50,All rights reserved,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Toitū Otago Settlers Museum,Toitū Otago Settlers Museum NZMuseums,150,All rights reserved,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Tourism New Zealand,Tourism New Zealand,55,All rights reserved,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Tourism New Zealand,Tourism New Zealand YouTube,673,All rights reserved,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Ministry of Tourism Te Manatū Tāpoi,Tourism Research,105,All rights reserved,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Alexander Turnbull Library,Transactions and Proceedings of the Royal Society of New Zealand 1868-1961,37625,All rights reserved,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Trove,Trove,83289,All rights reserved | Modify | Share | Unknown | Use commercially,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Auckland University of Technology,Tuwhera,7686,All rights reserved | Modify | Share | Use commercially,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
TV3,tv3.co.nz,3684,All rights reserved,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Television New Zealand,TVNZ,65271,All rights reserved,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Television New Zealand,TVNZ OnDemand,5781,All rights reserved,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Massey University,Tāmiro,6910,All rights reserved | Modify | Share | Use commercially,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
University of Canterbury Library,UC Research Repository,17740,All rights reserved | Modify | Share | Use commercially,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
University of Canterbury Library,University of Canterbury Digital Library,124,All rights reserved,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
University of Otago,University of Otago Library Exhibitions,25,All rights reserved,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Upper Hutt City Library,Upper Hutt City Library Heritage Collections,27685,All rights reserved | Modify | Share | Use commercially,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Upper Hutt City Library,Upper Hutt Newspaper Archive,51184,Unknown,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
V.C. Browne & Son,V.C. Browne & Son NZ Aerial Photograph Collection,31461,All rights reserved | Modify | Share | Unknown | Use commercially,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Victoria and Albert Museum,Victoria and Albert Museum,421,All rights reserved,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Victoria University of Wellington,VUW ResearchArchive,9003,All rights reserved | Modify | Share | Use commercially,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Waikato Museum Te Whare Taonga o Waikato,Waikato Museum Te Whare Taonga o Waikato,5857,All rights reserved,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Waikato Museum Te Whare Taonga o Waikato,Waikato Museum Te Whare Taonga o Waikato YouTube,80,All rights reserved,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
University of Waikato,Waikato Region Postcards,157,Share,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Aggregate usage is insufficient authority to copy payloads.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
University of Waikato,Waikato University Campus Photos,100,Share,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Aggregate usage is insufficient authority to copy payloads.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Waimate Museum and Archives,Waimate Museum and Archives NZMuseums,181,Modify | Share | Use commercially,metadata_plus_open_item_candidates,"Archive metadata now. The aggregate facet has open-use signals, but copy payloads only after recording the item-level rights statement and provenance; collection-level totals are not a blanket licence.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Waimate Museum and Archives,Waimate Museum and Archives PastPerfect,4795,Share,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Aggregate usage is insufficient authority to copy payloads.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
Wairarapa Library Service,Wairarapa Library Service Kete,723,All rights reserved | Modify | Share | Use commercially,metadata_only_pending_item_review,"Archive descriptive metadata, identifiers, rights text, landing URLs, timestamps, and hashes. Do not publicly copy payloads until an item-level provider licence is verified.",DigitalNZ aggregate usage facet only; verify current provider terms and each item rights statement.,HF edithatogo/digitalnz already preserves this DigitalNZ facet snapshot; add only derived decisions and source-specific captures here.,Do not copy the facet source again; create a new payload archive only when this row permits it and source capture is distinct.
